chrom	start	end	summit	qval	signal
chr20	63864207	63864308	63864257	4.08225	90.51543
chr1	1431861	1431962	1431911	4.08225	90.45884
chr1	154220482	154220583	154220532	4.08225	90.45172
chr18	812461	812562	812511	3.69241	81.2074
chr4	110196572	110196673	110196622	3.69235	81.22343
chr17	56960813	56960914	56960863	3.69217	81.23696
chr2	222734214	222734315	222734264	3.69205	81.24105
chr7	129611620	129611721	129611670	3.69194	81.24734
chr2	128063590	128063691	128063640	3.69182	81.25384
chr16	15052811	15052912	15052861	3.69176	81.25496
chr5	157291445	157291546	157291495	3.6917	81.26111
chr16	50804683	50804784	50804733	3.69164	81.26464
chr8	22089088	22089189	22089138	3.69158	81.27239
chr6	26124197	26124298	26124247	3.69146	81.28611
chr14	34139924	34140025	34139974	3.69141	81.30332
chr1	244835467	244835568	244835517	3.69135	81.30375
chr8	19314241	19314342	19314291	3.69129	81.3059
chr19	1265491	1265592	1265541	3.69117	81.31759
chr17	39926750	39926851	39926800	3.69111	81.33083
chr3	49803009	49803110	49803059	3.69105	81.33221
chr2	85143672	85143773	85143722	3.69093	81.34102
chr8	73240579	73240680	73240629	3.69088	81.34604
chr14	20971294	20971395	20971344	3.69082	81.34726
chr11	86244798	86244899	86244848	3.69064	81.35908
chr9	127225470	127225571	127225520	3.69052	81.36467
chr13	75482379	75482480	75482429	3.69046	81.37323
chr7	65269558	65269659	65269608	3.6904	81.37476
chr17	39451112	39451213	39451162	3.69017	81.39547
chr1	215567470	215567571	215567520	3.68999	81.42402
chr16	67279657	67279758	67279707	3.68969	81.44281
chr11	11841935	11842036	11841985	3.68958	81.44658
chr20	62031274	62031375	62031324	3.68946	81.4673
chr17	77331579	77331680	77331629	3.6894	81.4688
chr16	67430652	67430753	67430702	3.68928	81.48057
chr2	170715594	170715695	170715644	3.68904	81.50965
chr5	38556885	38556986	38556935	3.68898	81.5106
chr14	57268792	57268893	57268842	3.68886	81.52386
chr16	3124500	3124601	3124550	3.68875	81.5342
chr19	55408010	55408111	55408060	3.68857	81.54199
chr1	54542334	54542435	54542384	3.68851	81.54345
chr6	29848194	29848295	29848244	3.68839	81.5461
chr6	30877857	30877958	30877907	3.68833	81.55096
chr2	144332595	144332696	144332645	3.68821	81.56743
chr11	116829841	116829942	116829891	3.68815	81.56939
chr2	27050308	27050409	27050358	3.6878	81.60653
chr6	26597097	26597198	26597147	3.6875	81.63442
chr2	179264366	179264467	179264416	3.68744	81.63804
chr7	87465368	87465469	87465418	3.68738	81.64161
chr5	71455680	71455781	71455730	3.6872	81.65772
chr8	37604643	37604744	37604693	3.68714	81.67082
chr17	77451590	77451691	77451640	3.68696	81.70726
chr7	993010	993111	993060	3.6869	81.71277
chr13	113150209	113150310	113150259	3.68679	81.73605
chr2	159798014	159798115	159798064	3.68655	81.7526
chr22	23767973	23768074	23768023	3.68625	81.78317
chr6	13710879	13710980	13710929	3.68601	81.80005
chr17	40560437	40560538	40560487	3.68595	81.80337
chr5	118988226	118988327	118988276	3.68577	81.82619
chr20	50389068	50389169	50389118	3.68565	81.8279
chr17	44095675	44095776	44095725	3.68547	81.85103
chr11	65382087	65382188	65382137	3.68541	81.85324
chr11	73309191	73309292	73309241	3.68523	81.87989
chr2	88691910	88692011	88691960	3.68511	81.89401
chr6	43991062	43991163	43991112	3.68499	81.90831
chr18	32470975	32471076	32471025	3.68488	81.92789
chr6	125790725	125790826	125790775	3.68464	81.98853
chr6	52671203	52671304	52671253	3.68458	81.99722
chr17	42678522	42678623	42678572	3.68452	81.99949
chr1	162790455	162790556	162790505	3.68446	82.00455
chr17	74736645	74736746	74736695	3.68434	82.00962
chr9	77171249	77171350	77171299	3.68422	82.0154
chr3	155806236	155806337	155806286	3.68404	82.03286
chr2	197498970	197499071	197499020	3.68398	82.05445
chr16	4944724	4944825	4944774	3.68392	82.05609
chr19	52786791	52786892	52786841	3.68386	82.05924
chr6	43492306	43492407	43492356	3.68362	82.08317
chr11	827385	827486	827435	3.68356	82.08775
chr15	31870679	31870780	31870729	3.68344	82.10198
chr11	18013196	18013297	18013246	3.68278	82.1482
chr17	58083693	58083794	58083743	3.68266	82.15806
chr9	19230840	19230941	19230890	3.6826	82.16696
chr14	21476734	21476835	21476784	3.68248	82.17624
chr11	60881139	60881240	60881189	3.68242	82.17798
chr14	25049791	25049892	25049841	3.68236	82.18972
chr7	129055094	129055195	129055144	3.68218	82.20346
chr1	40508640	40508741	40508690	3.68211	82.20991
chr17	57855564	57855665	57855614	3.68187	82.2599
chr6	43771529	43771630	43771579	3.68181	82.26423
chr6	41519968	41520069	41520018	3.68175	82.26853
chr6	33289697	33289798	33289747	3.68163	82.27747
chr17	16438542	16438643	16438592	3.68157	82.28741
chr16	67174397	67174498	67174447	3.68097	82.32643
chr20	10673231	10673332	10673281	3.68091	82.33356
chr8	143943499	143943600	143943549	3.68085	82.34007
chr20	5150579	5150680	5150629	3.68079	82.34175
chr3	53270074	53270175	53270124	3.68073	82.34286
chr17	60078703	60078804	60078753	3.68067	82.34623
chr17	7404456	7404557	7404506	3.68037	82.36388
chr1	230067005	230067106	230067055	3.68031	82.37257
chr1	148388561	148388662	148388611	3.68012	82.38933
chr7	27150769	27150870	27150819	3.68006	82.39674
chr19	18058495	18058596	18058545	3.68	82.40296
chr19	29665570	29665671	29665620	3.67982	82.4188
chr20	23585534	23585635	23585584	3.67976	82.41914
chr7	139341335	139341436	139341385	3.67964	82.42645
chr2	234680385	234680486	234680435	3.67934	82.43962
chr5	62306149	62306250	62306199	3.67922	82.45279
chr19	38336976	38337077	38337026	3.67916	82.45696
chr17	29176802	29176903	29176852	3.67909	82.46075
chr12	110583245	110583346	110583295	3.67885	82.4928
chr11	65860570	65860671	65860620	3.67879	82.49356
chr20	63627258	63627359	63627308	3.67873	82.49761
chr9	77177232	77177333	77177282	3.67867	82.51258
chr16	10918653	10918754	10918703	3.67818	82.56771
chr14	22853434	22853535	22853484	3.67806	82.58496
chr3	9946576	9946677	9946626	3.67776	82.60925
chr11	66744693	66744794	66744743	3.67764	82.61755
chr18	2655411	2655512	2655461	3.67758	82.63385
chr6	30163403	30163504	30163453	3.67745	82.64688
chr6	110815752	110815853	110815802	3.67739	82.64819
chr6	31734737	31734838	31734787	3.67733	82.66398
chr10	14604430	14604531	14604480	3.67715	82.68992
chr2	219219084	219219185	219219134	3.67703	82.70949
chr17	79990491	79990592	79990541	3.67685	82.74483
chr5	1594400	1594501	1594450	3.67679	82.75141
chr17	44775807	44775908	44775857	3.67666	82.75874
chr11	66466843	66466944	66466893	3.67648	82.76588
chr1	234958174	234958275	234958224	3.67636	82.77738
chr1	11099682	11099783	11099732	3.67611	82.81469
chr11	119368170	119368271	119368220	3.67605	82.81633
chr2	151261383	151261484	151261433	3.67581	82.83244
chr1	225475078	225475179	225475128	3.67575	82.83762
chr17	81244529	81244630	81244579	3.67569	82.83943
chr17	7484691	7484792	7484741	3.67556	82.84944
chr18	3247508	3247609	3247558	3.67544	82.87113
chr6	131135513	131135614	131135563	3.67526	82.89453
chr20	2692275	2692376	2692325	3.67514	82.89814
chr14	34063722	34063823	34063772	3.67501	82.90959
chr2	64865637	64865738	64865687	3.67495	82.91106
chr4	1766574	1766675	1766624	3.67471	82.93596
chr12	6532416	6532517	6532466	3.67452	82.95925
chr9	131096945	131097046	131096995	3.67434	82.98435
chr15	84654082	84654183	84654132	3.67379	83.03331
chr10	789232	789333	789282	3.67367	83.0493
chr2	11357584	11357685	11357634	3.6733	83.11325
chr9	133739670	133739771	133739720	3.67324	83.11891
chr12	57101966	57102067	57102016	3.67317	83.12291
chr14	24161369	24161470	24161419	3.67311	83.13447
chr19	1283406	1283507	1283456	3.67305	83.15304
chr6	3259116	3259217	3259166	3.67299	83.15565
chr7	27740478	27740579	27740528	3.67281	83.1856
chr2	20611314	20611415	20611364	3.67274	83.18754
chr2	199955612	199955713	199955662	3.67262	83.19943
chr1	26620690	26620791	26620740	3.67256	83.23278
chr17	42678099	42678200	42678149	3.67244	83.23452
chr19	1261163	1261264	1261213	3.67237	83.24121
chr20	62367533	62367634	62367583	3.67219	83.24607
chr12	110048585	110048686	110048635	3.67213	83.24716
chr22	20963644	20963745	20963694	3.67207	83.25426
chr1	162152392	162152493	162152442	3.67201	83.26672
chr2	42925159	42925260	42925209	3.67182	83.28745
chr1	34985393	34985494	34985443	3.67145	83.34396
chr11	59550598	59550699	59550648	3.67077	83.39538
chr10	124470774	124470875	124470824	3.67065	83.40265
chr12	76031652	76031753	76031702	3.67046	83.42937
chr12	114684549	114684650	114684599	3.6704	83.43352
chr14	24051796	24051897	24051846	3.67021	83.44672
chr3	146161214	146161315	146161264	3.66991	83.47863
chr2	106284868	106284969	106284918	3.66984	83.48174
chr11	62881094	62881195	62881144	3.66953	83.53062
chr14	54441212	54441313	54441262	3.66947	83.53317
chr5	93621552	93621653	93621602	3.66941	83.53661
chr9	133892469	133892570	133892519	3.6691	83.5669
chr16	81452130	81452231	81452180	3.66904	83.57074
chr1	26723602	26723703	26723652	3.66898	83.60195
chr16	85289173	85289274	85289223	3.66891	83.6095
chr3	4303457	4303558	4303507	3.66885	83.63806
chr16	70711495	70711596	70711545	3.66879	83.63854
chr4	139453791	139453892	139453841	3.6686	83.65352
chr16	85136739	85136840	85136789	3.66842	83.68193
chr17	67717960	67718061	67718010	3.66835	83.68404
chr18	36187510	36187611	36187560	3.66829	83.69442
chr9	121299636	121299737	121299686	3.66817	83.70676
chr6	107848390	107848491	107848440	3.66811	83.71202
chr20	63978108	63978209	63978158	3.66804	83.71779
chr19	47315448	47315549	47315498	3.66798	83.72576
chr19	43754615	43754716	43754665	3.66792	83.73051
chr2	241546989	241547090	241547039	3.66742	83.77052
chr8	86514249	86514350	86514299	3.66723	83.79355
chr7	2511542	2511643	2511592	3.66717	83.79383
chr12	102120205	102120306	102120255	3.66705	83.79772
chr17	43878646	43878747	43878696	3.66692	83.80078
chr16	66433992	66434093	66434042	3.6668	83.8143
chr3	93980193	93980294	93980243	3.66674	83.81713
chr8	544717	544818	544767	3.66667	83.82165
chr19	48501728	48501829	48501778	3.66636	83.84784
chr19	35820073	35820174	35820123	3.6663	83.85565
chr17	73288620	73288721	73288670	3.66611	83.86873
chr2	236968306	236968407	236968356	3.66592	83.89222
chr12	55829826	55829927	55829876	3.66586	83.8941
chr16	31484921	31485022	31484971	3.66561	83.90728
chr1	155262175	155262276	155262225	3.66555	83.9121
chr19	58362781	58362882	58362831	3.66542	83.92959
chr3	33114270	33114371	33114320	3.66524	83.95919
chr11	68460217	68460318	68460267	3.66511	83.97366
chr8	143906251	143906352	143906301	3.66499	83.983
chr10	91633262	91633363	91633312	3.66492	83.9877
chr3	40453087	40453188	40453137	3.6648	84.02299
chr1	17580175	17580276	17580225	3.66455	84.03589
chr5	132496816	132496917	132496866	3.66436	84.04997
chr17	64406608	64406709	64406658	3.66423	84.05352
chr16	72925218	72925319	72925268	3.66417	84.05685
chr2	43018297	43018398	43018347	3.66405	84.07065
chr17	45385687	45385788	45385737	3.66398	84.08489
chr2	43210531	43210632	43210581	3.66392	84.08663
chr19	8390453	8390554	8390503	3.6638	84.09606
chr9	38047842	38047943	38047892	3.66367	84.13099
chr17	75765060	75765161	75765110	3.66354	84.13827
chr11	66440246	66440347	66440296	3.66323	84.15748
chr2	65187111	65187212	65187161	3.6631	84.18463
chr4	53377715	53377816	53377765	3.66298	84.19837
chr19	52857698	52857799	52857748	3.66279	84.22361
chr4	102827958	102828059	102828008	3.66273	84.25502
chr17	47821790	47821891	47821840	3.6626	84.28375
chr14	32203552	32203653	32203602	3.66247	84.30159
chr17	7842233	7842334	7842283	3.6621	84.32945
chr6	118934889	118934990	118934939	3.66178	84.34108
chr16	31458049	31458150	31458099	3.66165	84.34381
chr9	91037426	91037527	91037476	3.66153	84.34656
chr12	57488012	57488113	57488062	3.6614	84.36201
chr8	56993965	56994066	56994015	3.66121	84.37964
chr20	46680979	46681080	46681029	3.66102	84.39049
chr1	246931941	246932042	246931991	3.66071	84.40232
chr20	62643734	62643835	62643784	3.66064	84.40531
chr6	31655836	31655937	31655886	3.66045	84.41697
chr1	226309136	226309237	226309186	3.66014	84.46267
chr3	75435655	75435756	75435705	3.65995	84.48304
chr3	32570402	32570503	32570452	3.65988	84.48342
chr1	205121911	205122012	205121961	3.65982	84.49991
chr2	170711814	170711915	170711864	3.65976	84.50463
chr4	75940785	75940886	75940835	3.65963	84.52728
chr6	30061983	30062084	30062033	3.65944	84.54136
chr3	141368258	141368359	141368308	3.65931	84.57393
chr1	161177628	161177729	161177678	3.65919	84.58321
chr6	167667339	167667440	167667389	3.65912	84.59004
chr6	144285089	144285190	144285139	3.659	84.59557
chr20	32562263	32562364	32562313	3.65874	84.61927
chr2	241541062	241541163	241541112	3.65862	84.6268
chr17	43466147	43466248	43466197	3.65836	84.64051
chr2	215312223	215312324	215312273	3.65817	84.66042
chr3	97821931	97822032	97821981	3.65804	84.67332
chr2	70901585	70901686	70901635	3.65798	84.67509
chr4	106316311	106316412	106316361	3.65785	84.67918
chr14	94377376	94377477	94377426	3.65779	84.68114
chr7	1713928	1714029	1713978	3.65734	84.71404
chr2	219058129	219058230	219058179	3.65715	84.72419
chr14	99971211	99971312	99971261	3.65683	84.75139
chr12	11171510	11171611	11171560	3.6567	84.76775
chr17	76737676	76737777	76737726	3.65651	84.77505
chr20	51639449	51639550	51639499	3.65581	84.8167
chr16	20803710	20803811	20803760	3.65575	84.82757
chr20	32325842	32325943	32325892	3.65568	84.86158
chr14	22766498	22766599	22766548	3.65562	84.8666
chr16	57483110	57483211	57483160	3.65555	84.86723
chr12	50167584	50167685	50167634	3.65543	84.87325
chr8	23070322	23070423	23070372	3.6553	84.91024
chr16	88857212	88857313	88857262	3.65479	84.96863
chr7	100483465	100483566	100483515	3.65459	84.976
chr17	64774504	64774605	64774554	3.65447	84.9888
chr14	39474566	39474667	39474616	3.65434	85.0
chr1	32394669	32394770	32394719	3.65421	85.00484
chr11	93197762	93197863	93197812	3.65408	85.0114
chr4	128809773	128809874	128809823	3.65402	85.01408
chr10	44259481	44259582	44259531	3.65395	85.02053
chr12	50400943	50401044	50400993	3.65376	85.04839
chr20	33490083	33490184	33490133	3.65369	85.05131
chr19	17405683	17405784	17405733	3.6535	85.07478
chr17	75557777	75557878	75557827	3.65344	85.08223
chr17	72403785	72403886	72403835	3.65331	85.08466
chr4	6673711	6673812	6673761	3.65324	85.08675
chr19	49930039	49930140	49930089	3.65318	85.08704
chr6	28281486	28281587	28281536	3.65312	85.08708
chrX	153724429	153724530	153724479	3.65305	85.08948
chr16	53703978	53704079	53704028	3.65299	85.09543
chr20	33702111	33702212	33702161	3.65279	85.1212
chr14	34332062	34332163	34332112	3.65273	85.12997
chr16	474684	474785	474734	3.65267	85.13498
chr22	39174866	39174967	39174916	3.65228	85.18625
chr3	196055892	196055993	196055942	3.65221	85.20385
chr4	2262516	2262617	2262566	3.65209	85.23187
chr14	74084850	74084951	74084900	3.65189	85.24806
chr2	96260759	96260860	96260809	3.65183	85.2628
chr22	23857160	23857261	23857210	3.65176	85.26917
chr17	16215403	16215504	16215453	3.6517	85.26918
chr10	99430887	99430988	99430937	3.65163	85.28006
chr14	75294405	75294506	75294455	3.6515	85.29185
chr20	63642390	63642491	63642440	3.65118	85.35278
chr9	137223517	137223618	137223567	3.65112	85.37617
chr3	9731598	9731699	9731648	3.65092	85.40857
chr20	37299845	37299946	37299895	3.65086	85.41371
chr11	94494109	94494210	94494159	3.65073	85.42298
chr17	81083037	81083138	81083087	3.65047	85.4402
chr8	124474847	124474948	124474897	3.65028	85.45555
chr14	104724000	104724101	104724050	3.65015	85.46128
chr2	227813856	227813957	227813906	3.65008	85.46956
chr17	6700209	6700310	6700259	3.64982	85.51
chr17	40956767	40956868	40956817	3.64976	85.51138
chr10	35090601	35090702	35090651	3.64969	85.52235
chr16	20424391	20424492	20424441	3.64937	85.57568
chr3	126476271	126476372	126476321	3.6493	85.60203
chr17	50546859	50546960	50546909	3.64917	85.62562
chr2	174486979	174487080	174487029	3.64898	85.63597
chr20	57351210	57351311	57351260	3.64885	85.63797
chr4	4248305	4248406	4248355	3.64878	85.64671
chr1	59926753	59926854	59926803	3.64872	85.67772
chr19	45001934	45002035	45001984	3.64852	85.70731
chr16	75647856	75647957	75647906	3.64846	85.71016
chr12	131710966	131711067	131711016	3.64833	85.72438
chr11	126283187	126283288	126283237	3.64826	85.72826
chr5	149345579	149345680	149345629	3.6482	85.73735
chr14	103881572	103881673	103881622	3.648	85.76943
chr14	30874486	30874587	30874536	3.64755	85.82664
chr16	70656861	70656962	70656911	3.64735	85.83869
chr7	1028305	1028406	1028355	3.64722	85.85016
chr20	46674588	46674689	46674638	3.64715	85.85378
chr22	49945170	49945271	49945220	3.64709	85.85593
chr15	70140623	70140724	70140673	3.64663	85.91376
chr2	189441009	189441110	189441059	3.64657	85.91527
chr6	5261303	5261404	5261353	3.6465	85.92643
chr11	6473853	6473954	6473903	3.64644	85.92722
chr2	64019556	64019657	64019606	3.64637	85.93203
chr2	121650018	121650119	121650068	3.64617	85.94734
chr20	32473876	32473977	32473926	3.64611	85.94775
chr3	38138886	38138987	38138936	3.64598	85.97245
chr2	186590065	186590166	186590115	3.64585	85.97518
chr20	63434978	63435079	63435028	3.64578	85.97625
chr2	126972131	126972232	126972181	3.64572	85.97714
chr4	183506104	183506205	183506154	3.64532	86.03321
chr16	2205585	2205686	2205635	3.64526	86.04295
chr3	184185916	184186017	184185966	3.64519	86.04418
chr20	380937	381038	380987	3.64506	86.06047
chr2	240896996	240897097	240897046	3.64493	86.06646
chr3	11642876	11642977	11642926	3.64473	86.10443
chr11	728330	728431	728380	3.64467	86.11099
chr1	23980199	23980300	23980249	3.64454	86.12163
chr16	1493419	1493520	1493469	3.64447	86.124
chr16	1343392	1343493	1343442	3.64434	86.1311
chr5	108382151	108382252	108382201	3.64427	86.14339
chr12	13044540	13044641	13044590	3.64401	86.16395
chr19	10929007	10929108	10929057	3.64395	86.16419
chr2	200844469	200844570	200844519	3.64388	86.16591
chr1	25247288	25247389	25247338	3.64375	86.19034
chr6	26033322	26033423	26033372	3.64368	86.19907
chr6	47094624	47094725	47094674	3.64342	86.22007
chr16	57802460	57802561	57802510	3.64335	86.2267
chr14	94174276	94174377	94174326	3.64329	86.23498
chr2	101120695	101120796	101120745	3.64316	86.24215
chr2	264919	265020	264969	3.64309	86.24727
chr10	133378560	133378661	133378610	3.6425	86.31687
chr2	238457439	238457540	238457489	3.64223	86.32754
chr2	43226131	43226232	43226181	3.64217	86.32769
chr3	128681004	128681105	128681054	3.6421	86.33954
chr4	154550380	154550481	154550430	3.64184	86.36612
chr17	45894333	45894434	45894383	3.64177	86.37529
chr2	84300441	84300542	84300491	3.64164	86.41164
chr6	3247974	3248075	3248024	3.64151	86.41836
chr5	151156318	151156419	151156368	3.64144	86.42435
chr3	197510058	197510159	197510108	3.64131	86.4393
chr22	36352830	36352931	36352880	3.64124	86.44408
chr17	82101922	82102023	82101972	3.64091	86.49718
chr6	138161765	138161866	138161815	3.64065	86.52066
chr3	168096064	168096165	168096114	3.64045	86.53402
chr17	5486603	5486704	5486653	3.64032	86.54537
chr15	79897142	79897243	79897192	3.64005	86.5908
chr20	4249599	4249700	4249649	3.63998	86.59351
chr17	19317672	19317773	19317722	3.63979	86.61536
chr10	48306671	48306772	48306721	3.63972	86.63617
chr21	32728230	32728331	32728280	3.63965	86.6554
chr2	227818843	227818944	227818893	3.63952	86.66559
chr22	28742028	28742129	28742078	3.63932	86.6784
chr11	65652835	65652936	65652885	3.63892	86.71432
chr2	32039907	32040008	32039957	3.63886	86.71474
chr20	32762522	32762623	32762572	3.63866	86.75896
chr12	104138365	104138466	104138415	3.63859	86.77185
chr19	53538161	53538262	53538211	3.63852	86.80222
chr16	85422842	85422943	85422892	3.63826	86.83294
chr17	76384433	76384534	76384483	3.63812	86.85322
chr5	133611141	133611242	133611191	3.63806	86.85371
chr2	96532032	96532133	96532082	3.63786	86.8613
chr19	41262383	41262484	41262433	3.63779	86.86279
chr10	133394335	133394436	133394385	3.63746	86.90619
chr1	10430697	10430798	10430747	3.63739	86.90885
chr9	34380889	34380990	34380939	3.63732	86.91476
chr15	90102493	90102594	90102543	3.63719	86.93451
chr11	118659541	118659642	118659591	3.63706	86.94963
chr2	202635022	202635123	202635072	3.63692	86.97102
chr11	73218234	73218335	73218284	3.63672	86.98188
chr19	51363065	51363166	51363115	3.63652	87.01962
chr10	102714478	102714579	102714528	3.63612	87.08284
chr3	38138658	38138759	38138708	3.63605	87.09381
chr22	21629339	21629440	21629389	3.63599	87.09687
chr18	34977048	34977149	34977098	3.63585	87.10102
chr9	137068132	137068233	137068182	3.63579	87.10337
chrX	41442399	41442500	41442449	3.63565	87.12485
chr4	1793045	1793146	1793095	3.63552	87.14595
chr2	128091401	128091502	128091451	3.63538	87.16772
chr2	169798888	169798989	169798938	3.63532	87.17051
chr14	75069408	75069509	75069458	3.63525	87.17539
chr17	75855922	75856023	75855972	3.63518	87.18497
chr16	30063926	30064027	30063976	3.63511	87.19008
chr17	57084923	57085024	57084973	3.63498	87.21494
chr17	76121540	76121641	76121590	3.63491	87.21888
chr20	62823128	62823229	62823178	3.63485	87.21974
chr18	48897104	48897205	48897154	3.63478	87.2441
chr16	3282944	3283045	3282994	3.63471	87.25111
chr6	109094972	109095073	109095022	3.63444	87.30264
chr6	36132279	36132380	36132329	3.63438	87.30698
chr1	220272497	220272598	220272547	3.63431	87.32087
chr4	9153006	9153107	9153056	3.63424	87.32662
chr3	197749806	197749907	197749856	3.63411	87.33364
chr14	103094766	103094867	103094816	3.63391	87.35205
chr1	111449549	111449650	111449599	3.63384	87.36304
chr17	7833950	7834051	7834000	3.63343	87.40154
chr2	113889738	113889839	113889788	3.63337	87.40511
chr16	21233718	21233819	21233768	3.6333	87.40711
chr1	241640293	241640394	241640343	3.6331	87.42072
chr17	82716346	82716447	82716396	3.63296	87.4277
chr17	76613324	76613425	76613374	3.63269	87.46302
chr15	43133821	43133922	43133871	3.63256	87.47971
chr19	37906879	37906980	37906929	3.63249	87.4821
chr19	38618847	38618948	38618897	3.63215	87.5031
chr17	62703916	62704017	62703966	3.63202	87.50661
chr17	50346009	50346110	50346059	3.63182	87.52575
chr13	113139213	113139314	113139263	3.63175	87.52965
chr8	60517068	60517169	60517118	3.63168	87.52975
chr12	6689241	6689342	6689291	3.63155	87.53674
chr20	18588088	18588189	18588138	3.63148	87.54669
chr12	56725153	56725254	56725203	3.63141	87.54861
chr20	44401137	44401238	44401187	3.63134	87.55196
chr2	127526312	127526413	127526362	3.63114	87.57847
chr17	78980278	78980379	78980328	3.631	87.58371
chr18	13542128	13542229	13542178	3.63087	87.59004
chr22	38467912	38468013	38467962	3.63073	87.60129
chr16	85000845	85000946	85000895	3.6306	87.60915
chr12	57238950	57239051	57239000	3.63046	87.62887
chr19	48203975	48204076	48204025	3.63039	87.62959
chr22	46013743	46013844	46013793	3.63012	87.63821
chr17	39197646	39197747	39197696	3.63005	87.65978
chr5	43017962	43018063	43018012	3.62985	87.70425
chr1	26350873	26350974	26350923	3.62972	87.7343
chr6	170554514	170554615	170554564	3.62944	87.74652
chr10	86522043	86522144	86522093	3.62863	87.81445
chr14	20454984	20455085	20455034	3.62829	87.86218
chr1	222617733	222617834	222617783	3.6276	87.94371
chr7	65770661	65770762	65770711	3.6274	87.97432
chr16	87789562	87789663	87789612	3.62726	87.98255
chr2	203819837	203819938	203819887	3.62713	88.00243
chr6	33613479	33613580	33613529	3.62699	88.02109
chr6	7910928	7911029	7910978	3.62692	88.0211
chr16	75111113	75111214	75111163	3.62685	88.02583
chr10	123009046	123009147	123009096	3.62672	88.02833
chr20	50275244	50275345	50275294	3.62658	88.03143
chr1	56645251	56645352	56645301	3.62637	88.04971
chr1	174022216	174022317	174022266	3.6261	88.06101
chr11	4393665	4393766	4393715	3.62596	88.06736
chr16	58024829	58024930	58024879	3.62576	88.07906
chr14	44962233	44962334	44962283	3.62555	88.10095
chr6	36196401	36196502	36196451	3.62548	88.10275
chr1	155050901	155051002	155050951	3.62542	88.1033
chr16	87317258	87317359	87317308	3.62535	88.11085
chr5	32585840	32585941	32585890	3.62514	88.14661
chr17	7219848	7219949	7219898	3.6248	88.20687
chr5	179806914	179807015	179806964	3.62473	88.20747
chr1	43548499	43548600	43548549	3.62452	88.21776
chr15	42495571	42495672	42495621	3.62411	88.27503
chr17	75271297	75271398	75271347	3.62404	88.28236
chr2	101961092	101961193	101961142	3.62377	88.30609
chr5	131797307	131797408	131797357	3.62363	88.32284
chr10	73167912	73168013	73167962	3.62321	88.35642
chr11	64888091	64888192	64888141	3.62259	88.42835
chr6	33633153	33633254	33633203	3.62252	88.42969
chr20	2476179	2476280	2476229	3.62239	88.46577
chr12	49967937	49968038	49967987	3.62232	88.47357
chr3	129595101	129595202	129595151	3.62204	88.50969
chr16	14989877	14989978	14989927	3.6219	88.54115
chr5	66144474	66144575	66144524	3.62176	88.54789
chr20	62238467	62238568	62238517	3.6217	88.55528
chr12	130839553	130839654	130839603	3.62156	88.56905
chr9	122931409	122931510	122931459	3.62149	88.57884
chr16	29973878	29973979	29973928	3.62128	88.60555
chr2	190180294	190180395	190180344	3.62107	88.61385
chr2	8525605	8525706	8525655	3.6208	88.62005
chr17	38614106	38614207	38614156	3.62073	88.62012
chr6	27688150	27688251	27688200	3.62045	88.6351
chr16	56657664	56657765	56657714	3.62017	88.6491
chr16	84699690	84699791	84699740	3.6201	88.66086
chr5	33441105	33441206	33441155	3.61962	88.72122
chr6	169801119	169801220	169801169	3.61955	88.72182
chr22	50526429	50526530	50526479	3.61927	88.75455
chr14	23551674	23551775	23551724	3.6192	88.77353
chr19	44846039	44846140	44846089	3.61878	88.83072
chr1	45500087	45500188	45500137	3.61857	88.86212
chr4	2536316	2536417	2536366	3.61836	88.90484
chr2	171894361	171894462	171894411	3.61822	88.91857
chr2	119223724	119223825	119223774	3.61794	88.95533
chr3	9792600	9792701	9792650	3.61787	88.97283
chr11	17276765	17276866	17276815	3.6178	88.97746
chr17	81871578	81871679	81871628	3.61766	89.02473
chr9	114175144	114175245	114175194	3.61752	89.02878
chr12	132426415	132426516	132426465	3.61745	89.0423
chr15	42392628	42392729	42392678	3.61704	89.08225
chr17	82414863	82414964	82414913	3.6169	89.09006
chr17	10729857	10729958	10729907	3.61676	89.09273
chr16	69762596	69762697	69762646	3.61662	89.10179
chr9	132241328	132241429	132241378	3.61655	89.10753
chr9	137407124	137407225	137407174	3.61591	89.20721
chr6	75243696	75243797	75243746	3.6157	89.21542
chr17	3668049	3668150	3668099	3.61563	89.22352
chrX	15675497	15675598	15675547	3.61535	89.24609
chr22	20703270	20703371	20703320	3.61486	89.307
chr16	29891921	29892022	29891971	3.61472	89.32283
chr20	64042204	64042305	64042254	3.61465	89.33536
chr2	189661505	189661606	189661555	3.61458	89.33959
chr19	48738716	48738817	48738766	3.61416	89.36741
chr16	48385456	48385557	48385506	3.61388	89.38958
chr20	41340954	41341055	41341004	3.61381	89.39522
chr15	78149458	78149559	78149508	3.61352	89.45378
chr8	144503057	144503158	144503107	3.61338	89.47495
chr16	50468106	50468207	50468156	3.61331	89.48563
chr9	130450555	130450656	130450605	3.61317	89.49015
chr15	44427396	44427497	44427446	3.61296	89.545
chr6	1313875	1313976	1313925	3.61289	89.55298
chr2	88127971	88128072	88128021	3.61282	89.55471
chr20	33663834	33663935	33663884	3.61275	89.56641
chr6	31665054	31665155	31665104	3.61268	89.57502
chr6	41524786	41524887	41524836	3.61254	89.59355
chr16	50548368	50548469	50548418	3.61232	89.64113
chr14	105487347	105487448	105487397	3.61225	89.64274
chr4	1785280	1785381	1785330	3.61218	89.6566
